,2 195153448 0
16457,88830 385509456 7
16458,88937 385509456 9
16459,89602 385509456 8
16460,90014 385509456 6
16461,93241 385509456 6
16462,101305 385509456 2
16463,101339 385509456 8
16464,105374 385509456 6
16465,107879 385509456 8
16466,110973 385509456 5
16467,111174 385509456 8
16468,114988 385509456 10
16469,115490 385509456 7
16470,122801 385509456 7
16471,134617 385509456 8
16472,139359 385509456 6
16473,142524 385509456 2
16474,142583 385509456 9
16475,142801 385509456 7
16476,146078 385509456 5
16477,159485 385509456 1
16478,169663 385509456 10
16479,170415 385509456 5
16480,171118 385509456 7
16481,173027 385509456 5
16482,178667 385509456 5
16483,179019 385509456 9
16484,182442 385509456 9
16485,187145 385509456 9
16486,189392 385509456 6
16487,193984 385509456 8
16488,200585 385509456 10
16489,201141 385509456 8
16490,207092 385509456 9
16491,210485 385509456 10
16492,219670 385509456 9
16493,220512 385509456 8
16494,224349 385509456 10
16495,225938 385509456 7
16496,227202 385509456 6
16497,227641 385509456 1
16498,229313 385509456 2
16499,231237 385509456 5
16500,237748 385509456 7
16501,238607 385509456 7
16502,239584 385509456 10
16503,245568 385509456 5
16504,249407 385509456 3
16505,266226 385509456 7
16506,268030 385509456 5
16507,269719 385509456 3
16508,272680 385509456 7
16509,275281 385509456 9
16510,243 385511612 2
16511,1596 385511612 6
16512,5499 385511612 10
16513,5609 385511612 6
16514,7158 385511612 1
16515,7915 385511612 2
16516,11676 385511612 10
16517,11940 385511612 5
16518,13273 385511612 10
16519,18836 385511612 10
16520,21031 385511612 6
16521,22062 385511612 3
16522,22632 385511612 10
16523,22988 385511612 5
16524,23768 385511612 7
16525,28454 385511612 8
16526,28634 385511612 9
16527,31846 385511612 6
16528,33281 385511612 2
16529,35433 385511612 3
16530,36606 385511612 5
16531,37623 385511612 5
16532,39281 385511612 5
16533,39345 385511612 8
16534,41228 385511612 5
16535,41841 385511612 1
16536,44842 385511612 5
16537,45287 385511612 7
16538,49109 385511612 5
16539,50895 385511612 8
16540,53220 385511612 6
16541,53614 385511612 3
16542,55027 385511612 6
16543,55492 385511612 9
16544,56554 385511612 9
16545,59172 385511612 4
16546,60336 385511612 8
16547,60621 385511612 8
16548,60870 385511612 8
16549,62078 385511612 6
16550,62542 385511612 6
16551,63854 385511612 4
16552,64436 385511612 5
16553,66055 385511612 8
16554,68555 385511612 9
16555,68579 385511612 1
16556,70594 385511612 7
16557,71587 385511612 6
16558,72190 385511612 4
16559,75819 385511612 10
16560,76710 385511612 5
16561,82657 385511612 4
16562,86488 385511612 10
16563,89014 385511612 9
16564,90049 385511612 5
16565,90614 385511612 8
16566,91675 385511612 7
16567,92184 385511612 6
16568,95393 385511612 2
16569,97874 385511612 5
16570,106225 385511612 9
16571,110040 385511612 9
16572,112243 385511612 4
16573,112408 385511612 2
16574,113270 385511612 7
16575,114368 385511612 5
16576,115490 385511612 10
16577,122014 385511612 8
16578,123784 385511612 10
16579,126492 385511612 3
16580,127190 385511612 7
16581,127233 385511612 5
16582,127651 385511612 1
16583,130474 385511612 1
16584,130915 385511612 8
16585,132162 385511612 5
16586,134858 385511612 3
16587,136491 385511612 8
16588,139109 385511612 5
16589,143253 385511612 4
16590,143672 385511612 7
16591,146078 385511612 10
16592,147688 385511612 2
16593,148175 385511612 7
16594,153676 385511612 3
16595,153797 385511612 7
16596,156128 385511612 3
16597,157625 385511612 8
16598,163690 385511612 7
16599,164193 385511612 6
16600,164492 385511612 8
16601,165709 385511612 7
16602,166391 385511612 8
16603,166540 385511612 9
16604,174600 385511612 5
16605,177072 385511612 1
16606,178240 385511612 1
16607,178667 385511612 9
16608,179019 385511612 1
16609,179772 385511612 2
16610,179831 385511612 4
16611,184310 385511612 5
16612,185254 385511612 8
16613,187145 385511612 9
16614,189541 385511612 7
16615,190459 385511612 8
16616,190708 385511612 8
16617,193898 385511612 8
16618,195416 385511612 10
16619,195469 385511612 10
16620,203649 385511612 7
16621,207563 385511612 1
16622,208829 385511612 6
16623,209516 385511612 2
16624,210587 385511612 7
16625,213369 385511612 5
16626,217564 385511612 4
16627,218322 385511612 7
16628,222152 385511612 2
16629,226545 385511612 6
16630,226724 385511612 7
16631,227025 385511612 7
16632,228764 385511612 4
16633,231843 385511612 1
16634,234672 385511612 7
16635,235105 385511612 8
16636,235705 385511612 3
16637,237271 385511612 5
16638,238120 385511612 10
16639,241980 385511612 9
16640,242914 385511612 10
16641,249305 385511612 5
16642,249628 385511612 3
16643,250800 385511612 2
16644,251843 385511612 1
16645,253106 385511612 1
16646,253580 385511612 8
16647,263460 385511612 5
16648,265168 385511612 8
16649,265620 385511612 8
16650,266056 385511612 10
16651,266650 385511612 1
16652,268622 385511612 3
16653,269502 385511612 7
16654,269719 385511612 10
16655,270633 385511612 2
16656,274308 385511612 8
16657,274656 385511612 1
16658,276017 385511612 8
16659,277569 385511612 1
16660,278819 385511612 7
16661,243 385720106 7
16662,1424 385720106 7
16663,2608 385720106 3
16664,5539 385720106 10
16665,6575 385720106 7
16666,7509 385720106 10
16667,8027 385720106 10
16668,8245 385720106 3
16669,8454 385720106 6
16670,8541 385720106 6
16671,8942 385720106 8
16672,11676 385720106 8
16673,12433 385720106 2
16674,12824 385720106 5
16675,12917 385720106 3
16676,14279 385720106 1
16677,16634 385720106 5
16678,16795 385720106 9
16679,17950 385720106 4
16680,18095 385720106 4
16681,18250 385720106 8
16682,21014 385720106 4
16683,21659 385720106 9
16684,21861 385720106 9
16685,22625 385720106 8
16686,23768 385720106 7
16687,24194 385720106 9
16688,26544 385720106 2
16689,26673 385720106 8
16690,28454 385720106 3
16691,29080 385720106 10
16692,30725 385720106 5
16693,31250 385720106 6
16694,31393 385720106 5
16695,31556 385720106 7
16696,31564 385720106 8
16697,31919 385720106 4
16698,32046 385720106 8
16699,32148 385720106 5
16700,33269 385720106 8
16701,33318 385720106 8
16702,33974 385720106 9
16703,35857 385720106 4
16704,36067 385720106 5
16705,36609 385720106 3
16706,36632 385720106 9
16707,36836 385720106 6
16708,36907 385720106 7
16709,37712 385720106 7
16710,37968 385720106 8
16711,42466 385720106 1
16712,43941 385720106 8
16713,44435 385720106 5
16714,44852 385720106 6
16715,45557 385720106 1
16716,46398 385720106 7
16717,48350 385720106 4
16718,48630 385720106 8
16719,49314 385720106 9
16720,49367 385720106 8
16721,50225 385720106 6
16722,51373 385720106 8
16723,53392 385720106 3
16724,54000 385720106 9
16725,54283 385720106 10
16726,56856 385720106 2
16727,56985 385720106 4
16728,57726 385720106 8
16729,58911 385720106 10
16730,59977 385720106 6
16731,60244 385720106 8
16732,60445 385720106 10
16733,61427 385720106 8
16734,62272 385720106 3
16735,63004 385720106 8
16736,63938 385720106 8
16737,65334 385720106 9
16738,66680 385720106 6
16739,70205 385720106 9
16740,71786 385720106 8
16741,73044 385720106 5
16742,73196 385720106 6
16743,74286 385720106 6
16744,75860 385720106 6
16745,76151 385720106 3
16746,76312 385720106 5
16747,76352 385720106 5
16748,76483 385720106 8
16749,76818 385720106 4
16750,77377 385720106 3
16751,77809 385720106 9
16752,77860 385720106 9
16753,78015 385720106 9
16754,78368 385720106 8
16755,78438 385720106 4
16756,78783 385720106 9
16757,78834 385720106 7
16758,78841 385720106 7
16759,79941 385720106 7
16760,80328 385720106 3
16761,80516 385720106 7
16762,81781 385720106 3
16763,85526 385720106 8
16764,86906 385720106 7
16765,87555 385720106 10
16766,87746 385720106 2
16767,88248 385720106 5
16768,90721 385720106 5
16769,93629 385720106 3
16770,94226 385720106 7
16771,94347 385720106 7
16772,95741 385720106 3
16773,96054 385720106 6
16774,96357 385720106 9
16775,98787 385720106 8
16776,99032 385720106 5
16777,99314 385720106 9
16778,99955 385720106 7
16779,100459 385720106 8
16780,100846 385720106 6
16781,101305 385720106 8
16782,101876 385720106 10
16783,102733 385720106 3
16784,102967 385720106 9
16785,103336 385720106 6
16786,103828 385720106 6
16787,104123 385720106 10
16788,105979 385720106 10
16789,106751 385720106 1
16790,110887 385720106 5
16791,110912 385720106 7
16792,111174 385720106 10
16793,111241 385720106 10
16794,112408 385720106 3
16795,113091 385720106 7
16796,113270 385720106 10
16797,113519 385720106 4
16798,114544 385720106 6
16799,114868 385720106 5
16800,115037 385720106 9
16801,115120 385720106 6
16802,115138 385720106 8
16803,116123 385720106 6
16804,116210 385720106 2
16805,118196 385720106 6
16806,122429 385720106 7
16807,123790 385720106 5
16808,123870 385720106 7
16809,124732 385720106 8
16810,125692 385720106 10
16811,126726 385720106 9
16812,126810 385720106 4
16813,127429 385720106 10
16814,128208 385720106 1
16815,128257 385720106 5
16816,128325 385720106 4
16817,131402 385720106 4
16818,135045 385720106 7
16819,135149 385720106 8
16820,135831 385720106 3
16821,136010 385720106 6
16822,136205 385720106 9
16823,136916 385720106 2
16824,137589 385720106 1
16825,138777 385720106 7
16826,138844 385720106 8
16827,141491 385720106 10
16828,141571 385720106 3
16829,142256 385720106 8
16830,143415 385720106 10
16831,145431 385720106 8
16832,147224 385720106 9
16833,147420 385720106 3
16834,147451 385720106 8
16835,149067 385720106 3
16836,149071 385720106 8
16837,149084 385720106 9
16838,149690 385720106 4
16839,149934 385720106 4
16840,150968 385720106 8
16841,150979 385720106 3
16842,151092 385720106 6
16843,151537 385720106 1
16844,152609 385720106 7
16845,153752 385720106 2
16846,154726 385720106 8
16847,154992 385720106 2
16848,155147 385720106 5
16849,157799 385720106 10
16850,158033 385720106 2
16851,160165 385720106 3
16852,160676 385720106 9
16853,160819 385720106 7
16854,162550 385720106 8
16855,162639 385720106 7
16856,163326 385720106 9
16857,163804 385720106 5
16858,166409 385720106 6
16859,166596 385720106 9
16860,168036 385720106 2
16861,169233 385720106 10
16862,170655 385720106 8
16863,170791 385720106 5
16864,171968 385720106 9
16865,172742 385720106 2
16866,173311 385720106 8
16867,173860 385720106 8
16868,174326 385720106 7
16869,174428 385720106 2
16870,175003 385720106 6
16871,178151 385720106 2
16872,179694 385720106 10
16873,179730 385720106 7
16874,180032 385720106 2
16875,181223 385720106 8
16876,183800 385720106 8
16877,184360 385720106 10
16878,185056 385720106 5
16879,185233 385720106 10
16880,187145 385720106 3
16881,187863 385720106 5
16882,188986 385720106 9
16883,189516 385720106 8
16884,189973 385720106 9
16885,190106 385720106 7
16886,190741 385720106 3
16887,190885 385720106 3
16888,192215 385720106 6
16889,192710 385720106 9
16890,193335 385720106 7
16891,195887 385720106 5
16892,196047 385720106 2
16893,196077 385720106 7
16894,197206 385720106 5
16895,197942 385720106 6
16896,199111 385720106 7
16897,199494 385720106 4
16898,200978 385720106 1
16899,202972 385720106 7
16900,203799 385720106 10
16901,204864 385720106 8
16902,205735 385720106 3
16903,206204 385720106 9
16904,206657 385720106 9
16905,206959 385720106 5
16906,207721 385720106 4
16907,208339 385720106 9
16908,209756 385720106 1
16909,211426 385720106 9
16910,212088 385720106 8
16911,213048 385720106 7
16912,215885 385720106 3
16913,216444 385720106 5
16914,217375 385720106 5
16915,218608 385720106 1
16916,218760 385720106 5
16917,219301 385720106 8
16918,219642 385720106 4
16919,221445 385720106 6
16920,221948 385720106 1
16921,223154 385720106 4
16922,223590 385720106 10
16923,224809 385720106 2
16924,228998 385720106 8
16925,229313 385720106 1
16926,231210 385720106 3
16927,232131 385720106 4
16928,232211 385720106 5
16929,232752 385720106 3
16930,232959 385720106 5
16931,232990 385720106 5
16932,234821 385720106 2
16933,236172 385720106 4
16934,237486 385720106 7
16935,237717 385720106 2
16936,238120 385720106 9
16937,238557 385720106 9
16938,238849 385720106 8
16939,239074 385720106 7
16940,239535 385720106 6
16941,240568 385720106 4
16942,241614 385720106 10
16943,242073 385720106 5
16944,242178 385720106 4
16945,242268 385720106 7
16946,242364 385720106 6
16947,244277 385720106 3
16948,244456 385720106 8
16949,244736 385720106 6
16950,246617 385720106 9
16951,248802 385720106 5
16952,249227 385720106 6
16953,249551 385720106 8
16954,249634 385720106 4
16955,249723 385720106 7
16956,250184 385720106 6
16957,251394 385720106 4
16958,251557 385720106 7
16959,251560 385720106 8
16960,254971 385720106 7
16961,255618 385720106 6
16962,258270 385720106 10
16963,258482 385720106 6
16964,260437 385720106 2
16965,261829 385720106 5
16966,263325 385720106 7
16967,263582 385720106 8
16968,263606 385720106 2
16969,264317 385720106 10
16970,265115 385720106 3
16971,265643 385720106 6
16972,266056 385720106 8
16973,266226 385720106 9
16974,267837 385720106 4
16975,269719 385720106 5
16976,271448 385720106 7
16977,271625 385720106 7
16978,271705 385720106 2
16979,273979 385720106 5
16980,276566 385720106 1
16981,243 385730586 4
16982,5903 385730586 8
16983,6543 385730586 5
16984,6563 385730586 7
16985,7158 385730586 3
16986,7346 385730586 7
16987,7958 385730586 8
16988,11676 385730586 3
16989,11993 385730586 9
16990,14422 385730586 2
16991,16106 385730586 10
16992,17190 385730586 4
16993,19018 385730586 10
16994,26487 385730586 10
16995,27788 385730586 8
16996,28592 385730586 9
16997,30273 385730586 10
16998,32148 385730586 8
16999,33479 385730586 7
17000,35030 385730586 7
17001,35859 385730586 2
17002,36606 385730586 5
17003,40943 385730586 10
17004,41585 385730586 10
17005,42831 385730586 8
17006,46443 385730586 10
17007,49155 385730586 10
17008,52860 385730586 10
17009,55492 385730586 10
17010,55734 385730586 10
17011,56554 385730586 10
17012,57412 385730586 2
17013,59254 385730586 5
17014,62625 385730586 7
17015,73394 385730586 8
17016,75591 385730586 10
17017,75933 385730586 9
17018,80538 385730586 8
17019,81216 385730586 5
17020,81247 385730586 7
17021,84024 385730586 8
17022,86202 385730586 7
17023,88793 385730586 1
17024,89014 385730586 1
17025,89602 385730586 1
17026,90764 385730586 7
17027,91130 385730586 2
17028,91832 385730586 5
17029,94347 385730586 4
17030,98647 385730586 4
17031,98741 385730586 7
17032,98787 385730586 8
17033,101420 385730586 6
17034,103630 385730586 9
17035,104657 385730586 2
17036,105979 385730586 6
17037,106100 385730586 9
17038,106225 385730586 8
17039,110382 385730586 6
17040,112026 385730586 1
17041,114868 385730586 8
17042,115625 385730586 10
17043,117594 385730586 10
17044,130978 385730586 10
17045,135351 385730586 9
17046,139359 385730586 5
17047,139387 385730586 9
17048,140410 385730586 9
17049,150979 385730586 9
17050,153662 385730586 10
17051,162671 385730586 10
17052,164027 385730586 2
17053,164581 385730586 1
17054,164956 385730586 6
17055,165342 385730586 5
17056,167800 385730586 1
17057,168954 385730586 8
17058,171968 385730586 9
17059,173291 385730586 9
17060,173298 385730586 8
17061,175003 385730586 6
17062,181473 385730586 8
17063,184777 385730586 7
17064,185514 385730586 5
17065,185990 385730586 8
17066,194799 385730586 9
17067,195694 385730586 7
17068,196077 385730586 10
17069,201674 385730586 8
17070,206013 385730586 7
17071,208147 385730586 8
17072,208568 385730586 5
17073,208829 385730586 1
17074,209631 385730586 7
17075,211344 385730586 3
17076,213126 385730586 7
17077,213641 385730586 10
17078,213941 385730586 10
17079,220278 385730586 8
17080,221445 385730586 8
17081,223191 385730586 4
17082,223814 385730586 9
17083,223903 385730586 1
17084,225886 385730586 10
17085,225989 385730586 9
17086,227702 385730586 10
17087,234359 385730586 8
17088,237748 385730586 7
17089,238120 385730586 8
17090,239244 385730586 7
17091,241089 385730586 3
17092,244688 385730586 2
17093,246507 385730586 9
17094,247447 385730586 4
17095,249353 385730586 6
17096,250184 385730586 7
17097,253488 385730586 2
17098,254465 385730586 3
17099,259035 385730586 10
17100,262281 385730586 3
17101,264525 385730586 6
17102,266943 385730586 8
17103,269557 385730586 8
17104,269835 385730586 2
17105,271448 385730586 10
17106,272073 385730586 5
17107,274772 385730586 8
17108,274808 385730586 9
17109,278554 385730586 9
